original_glszm_SizeZoneNonUniformity,http://www.radiomics.org/RO/
original_glszm_GrayLevelNonUniformity,http://www.radiomics.org/RO/
original_glszm_LargeAreaEmphasis,http://www.radiomics.org/RO/010236
original_glszm_ZoneVariance,http://www.radiomics.org/RO/010224
original_glszm_ZonePercentage,http://www.radiomics.org/RO/010222
original_glszm_LargeAreaLowGrayLevelEmphasis,http://www.radiomics.org/RO/010230
original_glszm_LargeAreaHighGrayLevelEmphasis,http://www.radiomics.org/RO/010231
original_glszm_HighGrayLevelZoneEmphasis,http://www.radiomics.org/RO/010227
original_glszm_SmallAreaEmphasis,http://www.radiomics.org/RO/010221
original_glszm_LowGrayLevelZoneEmphasis,http://www.radiomics.org/RO/010226
original_glszm_ZoneEntropy,http://www.radiomics.org/RO/010225
original_glszm_SmallAreaLowGrayLevelEmphasis,http://www.radiomics.org/RO/010228
patient,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960
contour,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85402
